region,gear,season,vessel_size,area,days
South,Longlines,winter,large,c,9081.06819907615
South,Longlines,winter,large,c,10813.5301503028
North,Trawlers,winter,large,c,7454.59268463397
North,Trawlers,winter,large,c,8953.29618750839
North,Trawlers,winter,large,c,9157.46866752534
North,Trawlers,winter,large,c,6594.51428312358
North,Trawlers,winter,large,c,4744.94583254226
North,Trawlers,winter,large,c,6693.43527924203
North,Trawlers,winter,large,c,5337.70293163093
North,Trawlers,winter,large,c,8077.30556933129
North,Trawlers,winter,large,c,6085.89765285784
North,Trawlers,winter,large,c,7897.8099471005
South,Trawlers,winter,large,c,6028.81896539182
South,Trawlers,winter,large,c,3915.81684369186
South,Trawlers,winter,large,c,6527.19360079772
South,Trawlers,winter,large,c,5997.49758696579
South,Trawlers,winter,large,c,7752.83288121805
South,Trawlers,winter,large,c,5277.12288674732
South,Trawlers,winter,large,c,4901.26100237657
South,Trawlers,winter,large,c,5799.94516014929
South,Trawlers,winter,large,c,7118.33318782022
South,Trawlers,winter,large,c,5281.35181359063
North,Gillnets,spring,large,c,91998.3249727548
North,Gillnets,spring,large,c,124818.921525694
North,Gillnets,spring,large,c,128211.945047782
North,Gillnets,spring,large,c,91257.5586043721
North,Gillnets,spring,large,c,94092.188912981
North,Gillnets,spring,large,c,88452.7194816738
North,Gillnets,spring,large,c,91981.4833422428
North,Gillnets,spring,large,c,122946.73960009
North,Gillnets,spring,large,c,152705.308981219
North,Gillnets,spring,large,c,80700.0753010857
South,Gillnets,spring,large,c,41397.3372816891
South,Gillnets,spring,large,c,56131.5468990537
South,Gillnets,spring,large,c,36379.2036373903
South,Gillnets,spring,large,c,41501.9431449299
South,Gillnets,spring,large,c,62980.1413599874
South,Gillnets,spring,large,c,51505.2555748359
South,Gillnets,spring,large,c,55228.2782895024
South,Gillnets,spring,large,c,50987.2750032307
South,Gillnets,spring,large,c,69826.8648658376
South,Gillnets,spring,large,c,59395.8512852025
North,Longlines,spring,large,c,17314.1563990854
North,Longlines,spring,large,c,21540.3179746046
North,Longlines,spring,large,c,27677.738824273
North,Longlines,spring,large,c,17064.7678434122
North,Longlines,spring,large,c,20333.8848284593
North,Longlines,spring,large,c,27398.273677231
North,Longlines,spring,large,c,20252.6704172698
North,Longlines,spring,large,c,14581.3578865583
North,Longlines,spring,large,c,18363.8589740818
North,Longlines,spring,large,c,18301.9983773426
South,Longlines,spring,large,c,13821.7036948383
South,Longlines,spring,large,c,16762.4331466175
South,Longlines,spring,large,c,16790.0456212888
South,Longlines,spring,large,c,23939.9363307415
South,Longlines,spring,large,c,22252.6726164164
South,Longlines,spring,large,c,16277.8551484774
South,Longlines,spring,large,c,22775.3940410119
South,Longlines,spring,large,c,20057.2869110644
South,Longlines,spring,large,c,33900.5613603607
South,Longlines,spring,large,c,12981.7627647874
North,Trawlers,spring,large,c,4328.16492178401
North,Trawlers,spring,large,c,6484.39651706402
North,Trawlers,spring,large,c,6055.30613499427
North,Trawlers,spring,large,c,5066.87944904628
North,Trawlers,spring,large,c,6608.80704384563
North,Trawlers,spring,large,c,10272.0607327805
North,Trawlers,spring,large,c,8663.98250667636
North,Trawlers,spring,large,c,5494.67223478233
North,Trawlers,spring,large,c,7829.01292428231
North,Trawlers,spring,large,c,9354.26016255846
South,Trawlers,spring,large,c,7979.97050686808
South,Trawlers,spring,large,c,7517.95901750558
South,Trawlers,spring,large,c,6225.12245000282
South,Trawlers,spring,large,c,7009.86970892617
South,Trawlers,spring,large,c,7642.84732120032
South,Trawlers,spring,large,c,6873.10922924161
South,Trawlers,spring,large,c,8307.33700065387
South,Trawlers,spring,large,c,8252.29427688
South,Trawlers,spring,large,c,6133.46053155484
South,Trawlers,spring,large,c,9378.29542776195
North,Gillnets,summer,large,c,53329.3092792272
North,Gillnets,summer,large,c,62613.6329641335
North,Gillnets,summer,large,c,52633.6339632544
North,Gillnets,summer,large,c,68653.8482427692
North,Gillnets,summer,large,c,56958.7584524761
North,Gillnets,summer,large,c,54187.0548044793
North,Gillnets,summer,large,c,54021.874522191
North,Gillnets,summer,large,c,67409.0861538638
North,Gillnets,summer,large,c,33118.5304505662
North,Gillnets,summer,large,c,51118.5677093445
South,Gillnets,summer,large,c,31459.6324191363
South,Gillnets,summer,large,c,28787.9301015574
South,Gillnets,summer,large,c,22573.5917672618
South,Gillnets,summer,large,c,35751.6893163256
South,Gillnets,summer,large,c,19700.1468186284
South,Gillnets,summer,large,c,28309.9588879107
South,Gillnets,summer,large,c,25699.0717684609
South,Gillnets,summer,large,c,21403.4850698639
South,Gillnets,summer,large,c,22423.5750118197
South,Gillnets,summer,large,c,26466.4614208809
North,Longlines,summer,large,c,21142.7882655236
North,Longlines,summer,large,c,18276.2063180728
North,Longlines,summer,large,c,15669.9889017439
North,Longlines,summer,large,c,24423.0412862382
North,Longlines,summer,large,c,17042.0757721271
North,Longlines,summer,large,c,16375.8902101559
North,Longlines,summer,large,c,34002.2675626978
North,Longlines,summer,large,c,17227.7010071657
North,Longlines,summer,large,c,28109.3848108679
North,Longlines,summer,large,c,18188.7798713931
South,Longlines,summer,large,c,15817.3705281151
South,Longlines,summer,large,c,16462.8421470058
South,Longlines,summer,large,c,19305.6748069314
South,Longlines,summer,large,c,21932.115215552
South,Longlines,summer,large,c,22326.8060255173
South,Longlines,summer,large,c,17940.4438861545
South,Longlines,summer,large,c,28518.9995164843
South,Longlines,summer,large,c,26505.1353710923
South,Longlines,summer,large,c,21305.081808711
South,Longlines,summer,large,c,24105.5547184572
North,Trawlers,summer,large,c,6146.39474530161
North,Trawlers,summer,large,c,4331.96842844936
North,Trawlers,summer,large,c,6695.32211661403
North,Trawlers,summer,large,c,2953.86750916568
North,Trawlers,summer,large,c,5587.84199491756
North,Trawlers,summer,large,c,3532.81131434441
North,Trawlers,summer,large,c,4020.10730114682
North,Trawlers,summer,large,c,6577.46319640567
North,Trawlers,summer,large,c,8109.18408897874
North,Trawlers,summer,large,c,3783.40807471977
South,Trawlers,summer,large,c,4183.30743201205
South,Trawlers,summer,large,c,4118.56311496268
South,Trawlers,summer,large,c,3916.89031782548
South,Trawlers,summer,large,c,4621.23618716275
South,Trawlers,summer,large,c,5444.17864435721
South,Trawlers,summer,large,c,3902.58113654521
South,Trawlers,summer,large,c,4468.37248035848
South,Trawlers,summer,large,c,4577.88921446732
South,Trawlers,summer,large,c,5482.52793613081
South,Trawlers,summer,large,c,4057.9449431259
North,Gillnets,fall,large,c,56320.5454662163
North,Gillnets,fall,large,c,67054.1791390158
North,Gillnets,fall,large,c,60165.3904042231
North,Gillnets,fall,large,c,46997.7338810247
North,Gillnets,fall,large,c,54099.0505578708
North,Gillnets,fall,large,c,50763.8193653831
North,Gillnets,fall,large,c,47784.6010916723
North,Gillnets,fall,large,c,31899.0734254004
North,Gillnets,fall,large,c,74376.4059782121
North,Gillnets,fall,large,c,53774.3073730037
South,Gillnets,fall,large,c,21524.2008538414
South,Gillnets,fall,large,c,23519.7077260918
South,Gillnets,fall,large,c,25211.9790042393
South,Gillnets,fall,large,c,32431.2517121223
South,Gillnets,fall,large,c,19303.1441929027
South,Gillnets,fall,large,c,34132.7572499663
South,Gillnets,fall,large,c,25540.1744441926
South,Gillnets,fall,large,c,38355.2461104891
South,Gillnets,fall,large,c,22950.966231003
South,Gillnets,fall,large,c,39599.69386455
North,Longlines,fall,large,c,11365.9441411501
North,Longlines,fall,large,c,9812.40538939949
North,Longlines,fall,large,c,14448.6136449868
North,Longlines,fall,large,c,13253.9708004779
North,Longlines,fall,large,c,10459.7347960808
North,Longlines,fall,large,c,10221.1465092957
North,Longlines,fall,large,c,9312.86581596969
North,Longlines,fall,large,c,13356.8104076148
North,Longlines,fall,large,c,12648.0894560564
North,Longlines,fall,large,c,8130.84129690806
South,Longlines,fall,large,c,8401.91359690048
South,Longlines,fall,large,c,14766.3494431284
South,Longlines,fall,large,c,12100.2193104012
South,Longlines,fall,large,c,13659.0555388586
South,Longlines,fall,large,c,6837.06073691877
South,Longlines,fall,large,c,8630.40820939432
South,Longlines,fall,large,c,12239.0434977951
South,Longlines,fall,large,c,11108.4547595542
South,Longlines,fall,large,c,11331.9901808952
South,Longlines,fall,large,c,13231.2747153935
North,Trawlers,fall,large,c,5242.49120759748
North,Trawlers,fall,large,c,5650.47363118928
North,Trawlers,fall,large,c,5931.71868676739
North,Trawlers,fall,large,c,8240.29369756872
North,Trawlers,fall,large,c,7599.89004064513
North,Trawlers,fall,large,c,5734.38313306742
North,Trawlers,fall,large,c,6355.06709638164
North,Trawlers,fall,large,c,5176.2988428797
North,Trawlers,fall,large,c,8433.14226068658
North,Trawlers,fall,large,c,6831.73254020539
South,Trawlers,fall,large,c,6161.6116173723
South,Trawlers,fall,large,c,8656.36674261876
South,Trawlers,fall,large,c,6830.11554178722
South,Trawlers,fall,large,c,10633.67854432
South,Trawlers,fall,large,c,5662.06143370267
South,Trawlers,fall,large,c,10467.0504850524
South,Trawlers,fall,large,c,6304.88066488208
South,Trawlers,fall,large,c,6186.85191161961
South,Trawlers,fall,large,c,7010.51741576388
South,Trawlers,fall,large,c,9953.17726128963
North,Gillnets,winter,small,d,65498.2480747995
North,Gillnets,winter,small,d,36855.032585954
North,Gillnets,winter,small,d,38584.9642189098
North,Gillnets,winter,small,d,43315.251063336
North,Gillnets,winter,small,d,42625.7465314538
North,Gillnets,winter,small,d,48627.0744219122
North,Gillnets,winter,small,d,25005.720013104
North,Gillnets,winter,small,d,54063.0946932636
North,Gillnets,winter,small,d,54220.6392182293
North,Gillnets,winter,small,d,60108.118818862
South,Gillnets,winter,small,d,18509.0783877917
South,Gillnets,winter,small,d,29076.1188360947
South,Gillnets,winter,small,d,18291.0451275225
South,Gillnets,winter,small,d,19103.580318054
South,Gillnets,winter,small,d,27628.0343998131
South,Gillnets,winter,small,d,28667.1830356528
South,Gillnets,winter,small,d,16410.2139877936
South,Gillnets,winter,small,d,17292.2197805039
South,Gillnets,winter,small,d,20578.757699268
South,Gillnets,winter,small,d,30893.3751803269
North,Longlines,winter,small,d,7310.02534524408
North,Longlines,winter,small,d,10164.0212824494
North,Longlines,winter,small,d,9550.89077456741
North,Longlines,winter,small,d,9289.11576091581
North,Longlines,winter,small,d,8721.04108765139
North,Longlines,winter,small,d,8547.45281279666
North,Longlines,winter,small,d,9168.92233350294
North,Longlines,winter,small,d,11192.1667261272
North,Longlines,winter,small,d,11850.0252452975
North,Longlines,winter,small,d,8123.68149343731
South,Longlines,winter,small,d,8887.47490175102
South,Longlines,winter,small,d,9128.9388109322
South,Longlines,winter,small,d,14595.1037174557
South,Longlines,winter,small,d,10873.5825214727
South,Longlines,winter,small,d,8465.60983534893
South,Longlines,winter,small,d,9453.75445672367
South,Longlines,winter,small,d,7675.60955960886
South,Longlines,winter,small,d,9503.47217926763
South,Longlines,winter,small,d,13576.7298995478
South,Longlines,winter,small,d,7844.33891627046
North,Trawlers,winter,small,d,9007.28104631496
North,Trawlers,winter,small,d,7690.24143978973
North,Trawlers,winter,small,d,10559.2525852826
North,Trawlers,winter,small,d,7469.13615954154
North,Trawlers,winter,small,d,6196.3159824231
North,Trawlers,winter,small,d,5588.32686662624
North,Trawlers,winter,small,d,5888.88385383429
North,Trawlers,winter,small,d,7230.06451880593
North,Trawlers,winter,small,d,4715.66837050724
North,Trawlers,winter,small,d,6498.35424732655
South,Trawlers,winter,small,d,6234.3051238878
South,Trawlers,winter,small,d,6951.36864946598
South,Trawlers,winter,small,d,6548.4563019983
South,Trawlers,winter,small,d,7476.90129725241
South,Trawlers,winter,small,d,6118.5290685593
South,Trawlers,winter,small,d,6794.81767105523
South,Trawlers,winter,small,d,6936.17969055389
South,Trawlers,winter,small,d,5745.6068478062
South,Trawlers,winter,small,d,11108.8973738956
South,Trawlers,winter,small,d,6271.52025068157
North,Gillnets,spring,small,d,84113.7376278579
North,Gillnets,spring,small,d,134821.263748005
North,Gillnets,spring,small,d,112608.196400206
North,Gillnets,spring,small,d,95165.4720664046
North,Gillnets,spring,small,d,95245.9140738277
North,Gillnets,spring,small,d,75277.3444948296
North,Gillnets,spring,small,d,149471.55776211
North,Gillnets,spring,small,d,74450.5987289753
North,Gillnets,spring,small,d,113028.976767222
North,Gillnets,spring,small,d,99698.5827229544
South,Gillnets,spring,small,d,51272.3700238641
South,Gillnets,spring,small,d,49678.3375629176
South,Gillnets,spring,small,d,41115.4103203846
South,Gillnets,spring,small,d,60071.3363678642
South,Gillnets,spring,small,d,51035.9879578935
South,Gillnets,spring,small,d,52600.7450437835
South,Gillnets,spring,small,d,41416.5921666924
South,Gillnets,spring,small,d,63670.5793480548
South,Gillnets,spring,small,d,69557.3066258248
South,Gillnets,spring,small,d,53936.1195895284
North,Longlines,spring,small,d,17599.3023083278
North,Longlines,spring,small,d,16287.8669780155
North,Longlines,spring,small,d,30751.0364405996
North,Longlines,spring,small,d,22377.9115507365
North,Longlines,spring,small,d,18319.8029249868
North,Longlines,spring,small,d,19540.3857502248
North,Longlines,spring,small,d,11921.0230056097
North,Longlines,spring,small,d,25068.0374533059
North,Longlines,spring,small,d,28261.7786023978
North,Longlines,spring,small,d,24723.4140360171
South,Longlines,spring,small,d,18995.5926803127
South,Longlines,spring,small,d,19911.9106955371
South,Longlines,spring,small,d,18965.777603106
South,Longlines,spring,small,d,15121.2868754006
South,Longlines,spring,small,d,29155.4876589783
South,Longlines,spring,small,d,19400.8314711
South,Longlines,spring,small,d,17660.0049071311
South,Longlines,spring,small,d,22921.6518573574
South,Longlines,spring,small,d,17898.6644045869
South,Longlines,spring,small,d,20720.2148276466
North,Trawlers,spring,small,d,7000.57143210811
North,Trawlers,spring,small,d,6652.26558916937
North,Trawlers,spring,small,d,9998.93308017045
North,Trawlers,spring,small,d,8052.03964253271
North,Trawlers,spring,small,d,8366.24261121096
North,Trawlers,spring,small,d,7461.26198971877
North,Trawlers,spring,small,d,7014.47992210387
North,Trawlers,spring,small,d,5630.73855776383
North,Trawlers,spring,small,d,8938.27999918112
North,Trawlers,spring,small,d,8863.43676724412
South,Trawlers,spring,small,d,6623.0214730801
South,Trawlers,spring,small,d,6415.51645093025
South,Trawlers,spring,small,d,7074.48725807345
South,Trawlers,spring,small,d,6330.89654724532
South,Trawlers,spring,small,d,5204.01276928438
South,Trawlers,spring,small,d,9934.15608769866
South,Trawlers,spring,small,d,7091.21764317861
South,Trawlers,spring,small,d,8292.95989774448
South,Trawlers,spring,small,d,5246.50776751926
South,Trawlers,spring,small,d,5685.25654288128
North,Gillnets,summer,small,d,54391.923202074
North,Gillnets,summer,small,d,74622.0834176296
North,Gillnets,summer,small,d,86009.5510333378
North,Gillnets,summer,small,d,48855.7242215071
North,Gillnets,summer,small,d,45232.6420350574
North,Gillnets,summer,small,d,48989.3129943436
North,Gillnets,summer,small,d,40900.9799908376
North,Gillnets,summer,small,d,71972.9970941797
North,Gillnets,summer,small,d,49295.0367495601
North,Gillnets,summer,small,d,79804.5816388325
South,Gillnets,summer,small,d,31401.3349079792
South,Gillnets,summer,small,d,30615.9908377824
South,Gillnets,summer,small,d,23900.5773676434
South,Gillnets,summer,small,d,34116.6463539722
South,Gillnets,summer,small,d,36186.0846171748
South,Gillnets,summer,small,d,18700.246817216
South,Gillnets,summer,small,d,31360.2383903794
South,Gillnets,summer,small,d,30262.9337459684
South,Gillnets,summer,small,d,23231.2526787049
South,Gillnets,summer,small,d,29839.2093217829
North,Longlines,summer,small,d,13770.8356473474
North,Longlines,summer,small,d,13884.2363291093
North,Longlines,summer,small,d,22481.4437842044
North,Longlines,summer,small,d,23656.037444151
North,Longlines,summer,small,d,23908.1800714804
North,Longlines,summer,small,d,19485.0419567001
North,Longlines,summer,small,d,14563.0765095484
North,Longlines,summer,small,d,27527.2488129367
North,Longlines,summer,small,d,23027.1667847467
North,Longlines,summer,small,d,18249.1838382623
South,Longlines,summer,small,d,21389.2159360029
South,Longlines,summer,small,d,22013.0389928864
South,Longlines,summer,small,d,19070.9286283364
South,Longlines,summer,small,d,23589.5404256573
South,Longlines,summer,small,d,20891.6383558842
South,Longlines,summer,small,d,21258.3778202658
South,Longlines,summer,small,d,15031.108429435
South,Longlines,summer,small,d,23218.0782308372
South,Longlines,summer,small,d,22764.4357697913
South,Longlines,summer,small,d,24456.4564595808
North,Trawlers,summer,small,d,3952.31240035311
North,Trawlers,summer,small,d,4682.50322828045
North,Trawlers,summer,small,d,4643.21538309419
North,Trawlers,summer,small,d,3913.37057859393
North,Trawlers,summer,small,d,6622.74802394483
North,Trawlers,summer,small,d,5389.74018801484
North,Trawlers,summer,small,d,3100.42179514927
North,Trawlers,summer,small,d,4858.65357965758
North,Trawlers,summer,small,d,4268.18235518588
North,Trawlers,summer,small,d,4226.77495904178
South,Trawlers,summer,small,d,6730.07452552303
South,Trawlers,summer,small,d,3593.64433719721
South,Trawlers,summer,small,d,5061.71770185203
South,Trawlers,summer,small,d,4102.15473244422
South,Trawlers,summer,small,d,5478.39817972479
South,Trawlers,summer,small,d,5750.49935545537
South,Trawlers,summer,small,d,3737.8077137954
South,Trawlers,summer,small,d,3073.90237811234
South,Trawlers,summer,small,d,3908.86712488877
South,Trawlers,summer,small,d,5441.2306074068
North,Gillnets,fall,small,d,57110.4585609176
North,Gillnets,fall,small,d,45341.4400822813
North,Gillnets,fall,small,d,46426.2843379196
North,Gillnets,fall,small,d,47243.8385146357
North,Gillnets,fall,small,d,60102.7574325171
North,Gillnets,fall,small,d,58616.8756590789
North,Gillnets,fall,small,d,41289.0325581064
North,Gillnets,fall,small,d,50652.8775808989
North,Gillnets,fall,small,d,58062.8838849914
North,Gillnets,fall,small,d,48437.96542594
South,Gillnets,fall,small,d,26976.0916441831
South,Gillnets,fall,small,d,25466.6105131276
South,Gillnets,fall,small,d,28073.0431564406
South,Gillnets,fall,small,d,19250.2256198071
South,Gillnets,fall,small,d,25179.609978189
South,Gillnets,fall,small,d,36840.4604159431
South,Gillnets,fall,small,d,33645.032119554
South,Gillnets,fall,small,d,25504.8886568087
South,Gillnets,fall,small,d,20329.0701231009
South,Gillnets,fall,small,d,26195.4906839224
North,Longlines,fall,small,d,9385.77698027949
North,Longlines,fall,small,d,14358.6386280435
North,Longlines,fall,small,d,12568.644802174
North,Longlines,fall,small,d,9925.87741217171
North,Longlines,fall,small,d,11900.6560379789
North,Longlines,fall,small,d,10951.6045751435
North,Longlines,fall,small,d,13431.8471894323
North,Longlines,fall,small,d,15061.3949992845
North,Longlines,fall,small,d,13915.2637235605
North,Longlines,fall,small,d,12682.6466163897
South,Longlines,fall,small,d,13272.9363754719
South,Longlines,fall,small,d,12038.7319235577
South,Longlines,fall,small,d,10821.5170173658
South,Longlines,fall,small,d,11475.7988749267
South,Longlines,fall,small,d,10755.146443964
South,Longlines,fall,small,d,12546.7462536523
South,Longlines,fall,small,d,12087.7086654636
South,Longlines,fall,small,d,11694.0423935491
South,Longlines,fall,small,d,11387.8337079242
South,Longlines,fall,small,d,11355.9791330421
North,Trawlers,fall,small,d,4362.28694266476
North,Trawlers,fall,small,d,7767.14220106755
North,Trawlers,fall,small,d,5188.74105608962
North,Trawlers,fall,small,d,8794.53910120527
North,Trawlers,fall,small,d,8228.67394107109
North,Trawlers,fall,small,d,9519.72463697356
North,Trawlers,fall,small,d,7239.33075695086
North,Trawlers,fall,small,d,7752.32175776057
North,Trawlers,fall,small,d,6793.7138781033
North,Trawlers,fall,small,d,6653.11612172994
South,Trawlers,fall,small,d,5002.62407890867
South,Trawlers,fall,small,d,7851.36087826211
South,Trawlers,fall,small,d,6952.09070057987
South,Trawlers,fall,small,d,7709.19570692179
South,Trawlers,fall,small,d,7950.51787379286
South,Trawlers,fall,small,d,9324.46767414682
South,Trawlers,fall,small,d,6339.41269041522
South,Trawlers,fall,small,d,6151.5979486469
South,Trawlers,fall,small,d,9017.73978147121
South,Trawlers,fall,small,d,9043.89869990593
North,Gillnets,winter,large,d,55514.3803071918
North,Gillnets,winter,large,d,52839.2240562343
North,Gillnets,winter,large,d,40462.0538240579
North,Gillnets,winter,large,d,39450.8660121472
North,Gillnets,winter,large,d,70703.5475995586
North,Gillnets,winter,large,d,49769.9481505872
North,Gillnets,winter,large,d,54953.2154015988
North,Gillnets,winter,large,d,53209.4944687193
North,Gillnets,winter,large,d,55965.7402999376
North,Gillnets,winter,large,d,38333.1475285044
South,Gillnets,winter,large,d,13831.6398749202
South,Gillnets,winter,large,d,21765.2184401373
South,Gillnets,winter,large,d,26656.8707872824
South,Gillnets,winter,large,d,17771.5425671307
South,Gillnets,winter,large,d,14307.6085956897
South,Gillnets,winter,large,d,22064.0039091157
South,Gillnets,winter,large,d,26697.4573146952
South,Gillnets,winter,large,d,23534.4432043917
South,Gillnets,winter,large,d,26434.1491667361
South,Gillnets,winter,large,d,22138.7126676054
North,Longlines,winter,large,d,11168.4441916503
North,Longlines,winter,large,d,8634.89681931389
North,Longlines,winter,large,d,8580.72086936933
North,Longlines,winter,large,d,8033.71787619278
North,Longlines,winter,large,d,10992.1573682278
North,Longlines,winter,large,d,11651.5426254601
North,Longlines,winter,large,d,9520.95779224497
North,Longlines,winter,large,d,8816.16607765261
North,Longlines,winter,large,d,11229.1645800027
North,Longlines,winter,large,d,6501.46140908297
South,Longlines,winter,large,d,9259.45567510541
South,Longlines,winter,large,d,12559.9487885973
South,Longlines,winter,large,d,10606.4116079948
South,Longlines,winter,large,d,8692.4627055041
South,Longlines,winter,large,d,8154.83782384104
South,Longlines,winter,large,d,10802.296260872
South,Longlines,winter,large,d,12274.4711129618
South,Longlines,winter,large,d,13403.8357017536
South,Longlines,winter,large,d,7047.10962717286
South,Longlines,winter,large,d,10567.088356156
North,Trawlers,winter,large,d,6185.82722799385
North,Trawlers,winter,large,d,6936.3317961026
North,Trawlers,winter,large,d,7783.47662097069
North,Trawlers,winter,large,d,7413.77679649171
North,Trawlers,winter,large,d,6641.31498760127
North,Trawlers,winter,large,d,6435.23507911382
North,Trawlers,winter,large,d,8062.99653849107
North,Trawlers,winter,large,d,6193.8061782371
North,Trawlers,winter,large,d,8028.36294680048
North,Trawlers,winter,large,d,8340.59964455287
South,Trawlers,winter,large,d,7150.98569514438
South,Trawlers,winter,large,d,7017.01015192204
South,Trawlers,winter,large,d,3234.69337123987
South,Trawlers,winter,large,d,8323.62832974913
South,Trawlers,winter,large,d,8319.69773128455
South,Trawlers,winter,large,d,6279.11078724155
South,Trawlers,winter,large,d,6209.51848262665
South,Trawlers,winter,large,d,6908.43611216487
South,Trawlers,winter,large,d,5496.02457095749
South,Trawlers,winter,large,d,6981.9281321404
North,Gillnets,spring,large,d,91363.0989127192
North,Gillnets,spring,large,d,126618.201125429
North,Gillnets,spring,large,d,81126.9403720881
North,Gillnets,spring,large,d,94640.7018922805
North,Gillnets,spring,large,d,142649.786978686
North,Gillnets,spring,large,d,138038.312994546
North,Gillnets,spring,large,d,88070.8990085843
North,Gillnets,spring,large,d,91384.6195588081
North,Gillnets,spring,large,d,107530.637367986
North,Gillnets,spring,large,d,117437.103824244
South,Gillnets,spring,large,d,40237.9197042753
South,Gillnets,spring,large,d,43690.963530223
South,Gillnets,spring,large,d,51647.0352070229
South,Gillnets,spring,large,d,50708.2291656183
South,Gillnets,spring,large,d,39895.0728794948
South,Gillnets,spring,large,d,43137.5384807495
South,Gillnets,spring,large,d,51186.0380785198
South,Gillnets,spring,large,d,43447.1138851827
South,Gillnets,spring,large,d,88748.3095138367
South,Gillnets,spring,large,d,43469.6420886179
North,Longlines,spring,large,d,27978.9292033058
North,Longlines,spring,large,d,14347.8300151243
North,Longlines,spring,large,d,18397.454043378
North,Longlines,spring,large,d,21456.0320643459
North,Longlines,spring,large,d,21108.1135244406
North,Longlines,spring,large,d,13753.5712969336
North,Longlines,spring,large,d,23214.0877443464
North,Longlines,spring,large,d,23664.7688923422
North,Longlines,spring,large,d,21859.2860063958
North,Longlines,spring,large,d,20469.103062758
South,Longlines,spring,large,d,14385.8163683917
South,Longlines,spring,large,d,17784.6210846951
South,Longlines,spring,large,d,24261.3615055032
South,Longlines,spring,large,d,24945.3981234987
South,Longlines,spring,large,d,12995.8497115985
South,Longlines,spring,large,d,14869.0318312443
South,Longlines,spring,large,d,20369.230770327
South,Longlines,spring,large,d,20667.3316573032
South,Longlines,spring,large,d,24325.2797139541
South,Longlines,spring,large,d,19810.7598117622
North,Trawlers,spring,large,d,4328.77830882616
North,Trawlers,spring,large,d,7480.26269162697
North,Trawlers,spring,large,d,5481.27836102659
North,Trawlers,spring,large,d,7658.31081048582
North,Trawlers,spring,large,d,5826.16925984448
North,Trawlers,spring,large,d,10086.2786321967
North,Trawlers,spring,large,d,6379.88781807705
North,Trawlers,spring,large,d,6098.74503644625
North,Trawlers,spring,large,d,7748.94415148094
North,Trawlers,spring,large,d,5479.34693347371
South,Trawlers,spring,large,d,5627.24580715502
South,Trawlers,spring,large,d,5836.54059164031
South,Trawlers,spring,large,d,6861.39778301657
South,Trawlers,spring,large,d,6669.27827132702
South,Trawlers,spring,large,d,7943.58270469236
South,Trawlers,spring,large,d,8030.95487445309
South,Trawlers,spring,large,d,5950.59732207554
South,Trawlers,spring,large,d,6173.9960830584
South,Trawlers,spring,large,d,6356.54515769179
South,Trawlers,spring,large,d,8167.62882011642
North,Gillnets,summer,large,d,63082.2150438135
North,Gillnets,summer,large,d,52984.9677473779
North,Gillnets,summer,large,d,51456.030424476
North,Gillnets,summer,large,d,54139.4079083415
North,Gillnets,summer,large,d,32361.3915022334
North,Gillnets,summer,large,d,71017.7494426256
North,Gillnets,summer,large,d,52247.1220605595
North,Gillnets,summer,large,d,71051.6474401283
North,Gillnets,summer,large,d,49330.3267256412
North,Gillnets,summer,large,d,34889.4579297789
South,Gillnets,summer,large,d,30448.0609706109
South,Gillnets,summer,large,d,33218.4393945264
South,Gillnets,summer,large,d,25184.4168698095
South,Gillnets,summer,large,d,31749.7308168256
South,Gillnets,summer,large,d,32119.8775378804
South,Gillnets,summer,large,d,25088.4434105127
South,Gillnets,summer,large,d,35135.8335189084
South,Gillnets,summer,large,d,21122.6333588414
South,Gillnets,summer,large,d,30438.3801124167
South,Gillnets,summer,large,d,31734.7204187193
North,Longlines,summer,large,d,15125.5460388413
North,Longlines,summer,large,d,26934.9354471657
North,Longlines,summer,large,d,19686.8868368819
North,Longlines,summer,large,d,29775.9113444614
North,Longlines,summer,large,d,17772.2065202482
North,Longlines,summer,large,d,17098.2746381848
North,Longlines,summer,large,d,21153.7533045238
North,Longlines,summer,large,d,21400.4795579622
North,Longlines,summer,large,d,17090.9118818263
North,Longlines,summer,large,d,22570.188248017
South,Longlines,summer,large,d,19673.7403047235
South,Longlines,summer,large,d,24304.433027296
South,Longlines,summer,large,d,20618.2939024069
South,Longlines,summer,large,d,13042.3756170073
South,Longlines,summer,large,d,20879.8782865703
South,Longlines,summer,large,d,19356.2901539115
South,Longlines,summer,large,d,21218.4950521266
South,Longlines,summer,large,d,20565.2825380779
South,Longlines,summer,large,d,16673.2601059321
South,Longlines,summer,large,d,25617.7225281551
North,Trawlers,summer,large,d,5542.54405545551
North,Trawlers,summer,large,d,4981.72711631936
North,Trawlers,summer,large,d,3034.92924701804
North,Trawlers,summer,large,d,7015.83158557611
North,Trawlers,summer,large,d,4731.67043696921
North,Trawlers,summer,large,d,7012.03091987183
North,Trawlers,summer,large,d,3891.16016795991
North,Trawlers,summer,large,d,6450.12499414584
North,Trawlers,summer,large,d,5789.78087726116
North,Trawlers,summer,large,d,2595.19236385894
South,Trawlers,summer,large,d,4144.35577896862
South,Trawlers,summer,large,d,3884.21602907864
South,Trawlers,summer,large,d,4695.12372865281
South,Trawlers,summer,large,d,2444.30756758003
South,Trawlers,summer,large,d,4218.9181533995
South,Trawlers,summer,large,d,2888.84255138463
