species,region,gear,season,vessel_size,area,days,n_ind
E,South,Gillnets,summer,small,c,201.610258885786,2
F,South,Gillnets,summer,small,c,171.768373394915,0
G,South,Gillnets,summer,small,c,125.965779447122,0
H,South,Gillnets,summer,small,c,144.996162703654,0
I,South,Gillnets,summer,small,c,144.488472087878,1
J,South,Gillnets,summer,small,c,167.207906943445,0
A,North,Longlines,summer,small,c,106.886141756359,0
B,North,Longlines,summer,small,c,70.8162833752069,0
C,North,Longlines,summer,small,c,205.256115161482,9
D,North,Longlines,summer,small,c,118.92269887523,0
E,North,Longlines,summer,small,c,114.692569509951,0
F,North,Longlines,summer,small,c,138.480923446115,21
G,North,Longlines,summer,small,c,142.573457872155,0
H,North,Longlines,summer,small,c,210.741261236248,0
I,North,Longlines,summer,small,c,196.379156119134,0
J,North,Longlines,summer,small,c,214.179586896898,0
A,South,Longlines,summer,small,c,173.529612094117,0
B,South,Longlines,summer,small,c,154.702797006856,0
C,South,Longlines,summer,small,c,163.98999415081,12
D,South,Longlines,summer,small,c,67.2779038032097,0
E,South,Longlines,summer,small,c,139.841263078531,0
F,South,Longlines,summer,small,c,227.876957568226,5
G,South,Longlines,summer,small,c,161.436996948306,0
H,South,Longlines,summer,small,c,132.364428706724,0
I,South,Longlines,summer,small,c,165.106049702219,0
J,South,Longlines,summer,small,c,134.646433090572,0
A,North,Trawlers,summer,small,c,361.111655609881,0
B,North,Trawlers,summer,small,c,514.615594169201,1
C,North,Trawlers,summer,small,c,412.523439434381,2
D,North,Trawlers,summer,small,c,497.492983535514,162
E,North,Trawlers,summer,small,c,318.949049661533,141
F,North,Trawlers,summer,small,c,405.077609493484,0
G,North,Trawlers,summer,small,c,393.028308263097,0
H,North,Trawlers,summer,small,c,408.246499735743,10
I,North,Trawlers,summer,small,c,514.569530873506,0
J,North,Trawlers,summer,small,c,393.719059687649,0
A,South,Trawlers,summer,small,c,408.584679653203,0
B,South,Trawlers,summer,small,c,261.925967180335,0
C,South,Trawlers,summer,small,c,342.468340394244,5
D,South,Trawlers,summer,small,c,243.491077209175,3
E,South,Trawlers,summer,small,c,410.530878746224,0
F,South,Trawlers,summer,small,c,491.009823777963,0
G,South,Trawlers,summer,small,c,373.555307473414,0
H,South,Trawlers,summer,small,c,224.265508250866,0
I,South,Trawlers,summer,small,c,319.485496045564,0
J,South,Trawlers,summer,small,c,497.051934556741,0
A,North,Gillnets,fall,small,c,0,0
B,North,Gillnets,fall,small,c,0,0
C,North,Gillnets,fall,small,c,0,0
D,North,Gillnets,fall,small,c,0,0
E,North,Gillnets,fall,small,c,0,0
F,North,Gillnets,fall,small,c,0,0
G,North,Gillnets,fall,small,c,0,0
H,North,Gillnets,fall,small,c,0,0
I,North,Gillnets,fall,small,c,0,0
J,North,Gillnets,fall,small,c,0,0
A,South,Gillnets,fall,small,c,0,0
B,South,Gillnets,fall,small,c,0,0
C,South,Gillnets,fall,small,c,0,0
D,South,Gillnets,fall,small,c,0,0
E,South,Gillnets,fall,small,c,0,0
F,South,Gillnets,fall,small,c,0,0
G,South,Gillnets,fall,small,c,0,0
H,South,Gillnets,fall,small,c,0,0
I,South,Gillnets,fall,small,c,0,0
J,South,Gillnets,fall,small,c,0,0
A,North,Longlines,fall,small,c,55.4337694223881,0
B,North,Longlines,fall,small,c,114.816790031648,0
C,North,Longlines,fall,small,c,65.7199198397458,5
D,North,Longlines,fall,small,c,204.275868751105,0
E,North,Longlines,fall,small,c,214.280860496826,0
F,North,Longlines,fall,small,c,205.635996330658,1
G,North,Longlines,fall,small,c,88.3735658114335,0
H,North,Longlines,fall,small,c,195.551292800484,0
I,North,Longlines,fall,small,c,155.068367230286,0
J,North,Longlines,fall,small,c,164.912941939067,0
A,South,Longlines,fall,small,c,152.370327228915,36
B,South,Longlines,fall,small,c,161.983448261709,0
C,South,Longlines,fall,small,c,193.566123007761,2
D,South,Longlines,fall,small,c,145.878084584701,0
E,South,Longlines,fall,small,c,101.66136929286,0
F,South,Longlines,fall,small,c,177.64352738204,1
G,South,Longlines,fall,small,c,190.790274511087,0
H,South,Longlines,fall,small,c,228.925183063449,0
I,South,Longlines,fall,small,c,161.538524897668,0
J,South,Longlines,fall,small,c,161.806409727814,0
A,North,Trawlers,fall,small,c,370.690716599617,0
B,North,Trawlers,fall,small,c,450.209425819669,4
C,North,Trawlers,fall,small,c,331.94329321816,0
D,North,Trawlers,fall,small,c,390.763057846387,340
E,North,Trawlers,fall,small,c,438.831056378154,14
F,North,Trawlers,fall,small,c,331.309045003121,0
G,North,Trawlers,fall,small,c,480.768700013847,0
H,North,Trawlers,fall,small,c,361.39987157508,2
I,North,Trawlers,fall,small,c,456.133355497005,0
J,North,Trawlers,fall,small,c,220.90191530809,0
A,South,Trawlers,fall,small,c,273.680045866272,0
B,South,Trawlers,fall,small,c,386.864593467443,6
C,South,Trawlers,fall,small,c,412.630574057801,18
D,South,Trawlers,fall,small,c,262.180196357064,153
E,South,Trawlers,fall,small,c,346.282351155406,7
F,South,Trawlers,fall,small,c,149.313517561603,0
G,South,Trawlers,fall,small,c,326.952597284194,0
H,South,Trawlers,fall,small,c,181.022080382946,2
I,South,Trawlers,fall,small,c,354.520735866391,0
J,South,Trawlers,fall,small,c,363.366318740405,0
A,North,Gillnets,winter,large,c,73.1392898474635,121
B,North,Gillnets,winter,large,c,79.9080935620169,1
C,North,Gillnets,winter,large,c,70.0554364888506,0
D,North,Gillnets,winter,large,c,80.2379890737168,10
E,North,Gillnets,winter,large,c,104.606567922039,18
F,North,Gillnets,winter,large,c,67.1629257802099,0
G,North,Gillnets,winter,large,c,72.8326917660628,0
H,North,Gillnets,winter,large,c,92.6055387222941,0
I,North,Gillnets,winter,large,c,68.7882974016125,0
J,North,Gillnets,winter,large,c,59.9525309364786,0
A,South,Gillnets,winter,large,c,51.6456116096807,593
B,South,Gillnets,winter,large,c,48.8086524663662,17
C,South,Gillnets,winter,large,c,109.800686192221,2
D,South,Gillnets,winter,large,c,65.1574435934295,3
E,South,Gillnets,winter,large,c,98.3312664825256,0
F,South,Gillnets,winter,large,c,75.4305762773978,0
G,South,Gillnets,winter,large,c,53.8065519925487,0
H,South,Gillnets,winter,large,c,73.3572845739432,0
I,South,Gillnets,winter,large,c,61.6005210127327,0
J,South,Gillnets,winter,large,c,76.5966348316043,0
A,North,Longlines,winter,large,c,70.957098002716,288
B,North,Longlines,winter,large,c,58.665485520069,0
C,North,Longlines,winter,large,c,100.225539766192,96
D,North,Longlines,winter,large,c,88.3976712889637,0
E,North,Longlines,winter,large,c,81.0336049980979,0
F,North,Longlines,winter,large,c,93.0955072508397,0
G,North,Longlines,winter,large,c,65.2880961467419,0
H,North,Longlines,winter,large,c,102.94524021541,1
I,North,Longlines,winter,large,c,67.2975711324153,0
J,North,Longlines,winter,large,c,96.6769071176925,0
A,South,Longlines,winter,large,c,43.0591869766185,272
B,South,Longlines,winter,large,c,79.7678164140292,31
C,South,Longlines,winter,large,c,42.9366824182408,20
D,South,Longlines,winter,large,c,103.411622900574,0
E,South,Longlines,winter,large,c,101.541661598504,0
F,South,Longlines,winter,large,c,91.0658336274249,0
G,South,Longlines,winter,large,c,65.4899227692809,0
H,South,Longlines,winter,large,c,69.0492266189232,0
I,South,Longlines,winter,large,c,44.8937986690599,0
J,South,Longlines,winter,large,c,72.101224926581,0
A,North,Trawlers,winter,large,c,266.354306393427,0
B,North,Trawlers,winter,large,c,197.383777882918,4
C,North,Trawlers,winter,large,c,262.78586069288,7
D,North,Trawlers,winter,large,c,261.200532606502,439
E,North,Trawlers,winter,large,c,186.202559202566,14
F,North,Trawlers,winter,large,c,141.58841137303,0
G,North,Trawlers,winter,large,c,128.188788693541,0
H,North,Trawlers,winter,large,c,118.701644129826,2
I,North,Trawlers,winter,large,c,214.312505120112,0
J,North,Trawlers,winter,large,c,218.246522937426,0
A,South,Trawlers,winter,large,c,187.079684035105,1
B,South,Trawlers,winter,large,c,250.09434997552,45
C,South,Trawlers,winter,large,c,184.958174603801,14
D,South,Trawlers,winter,large,c,222.475029889732,71
E,South,Trawlers,winter,large,c,250.052000486725,0
F,South,Trawlers,winter,large,c,217.510570947049,0
G,South,Trawlers,winter,large,c,135.905026938325,0
H,South,Trawlers,winter,large,c,112.265214007388,1
I,South,Trawlers,winter,large,c,160.328839836081,0
J,South,Trawlers,winter,large,c,250.110201778687,0
A,North,Gillnets,spring,large,c,154.026766768382,2
B,North,Gillnets,spring,large,c,93.2009969590974,2
C,North,Gillnets,spring,large,c,164.045398406245,0
D,North,Gillnets,spring,large,c,183.86536661685,10
E,North,Gillnets,spring,large,c,156.000594519874,7
F,North,Gillnets,spring,large,c,125.23753981888,0
G,North,Gillnets,spring,large,c,106.352676155619,0
H,North,Gillnets,spring,large,c,229.891914013961,17
I,North,Gillnets,spring,large,c,213.097046595691,0
J,North,Gillnets,spring,large,c,178.812328680799,0
A,South,Gillnets,spring,large,c,90.9776949376486,3
B,South,Gillnets,spring,large,c,221.815273927967,2
C,South,Gillnets,spring,large,c,150.995307349051,0
D,South,Gillnets,spring,large,c,183.846731355739,0
E,South,Gillnets,spring,large,c,164.001254976251,0
F,South,Gillnets,spring,large,c,198.538611872717,0
G,South,Gillnets,spring,large,c,171.025498075143,0
H,South,Gillnets,spring,large,c,107.489371647105,4
I,South,Gillnets,spring,large,c,116.850930836542,0
J,South,Gillnets,spring,large,c,140.510932161402,0
A,North,Longlines,spring,large,c,169.134676278266,33
B,North,Longlines,spring,large,c,174.524338363066,1
C,North,Longlines,spring,large,c,185.051014313036,1
D,North,Longlines,spring,large,c,142.833595846811,0
E,North,Longlines,spring,large,c,107.765971768856,0
F,North,Longlines,spring,large,c,78.3680564870505,0
G,North,Longlines,spring,large,c,181.971098154088,0
H,North,Longlines,spring,large,c,158.697495208835,1
I,North,Longlines,spring,large,c,74.2630396485187,0
J,North,Longlines,spring,large,c,142.693082495906,0
A,South,Longlines,spring,large,c,189.019385292828,0
B,South,Longlines,spring,large,c,115.534739396053,0
C,South,Longlines,spring,large,c,132.883559280975,20
D,South,Longlines,spring,large,c,132.376826292,0
E,South,Longlines,spring,large,c,113.565739002681,0
F,South,Longlines,spring,large,c,136.47029124295,0
G,South,Longlines,spring,large,c,98.5473972115346,0
H,South,Longlines,spring,large,c,176.274283561105,1
I,South,Longlines,spring,large,c,111.655304723939,0
J,South,Longlines,spring,large,c,167.561485207573,0
A,North,Trawlers,spring,large,c,375.235717155061,0
B,North,Trawlers,spring,large,c,293.405689769159,0
C,North,Trawlers,spring,large,c,484.30711456266,0
D,North,Trawlers,spring,large,c,566.82296842458,1997
E,North,Trawlers,spring,large,c,457.551143300939,834
F,North,Trawlers,spring,large,c,281.333851953662,0
G,North,Trawlers,spring,large,c,323.791149628598,0
H,North,Trawlers,spring,large,c,410.227052271057,2
I,North,Trawlers,spring,large,c,369.839727740977,0
J,North,Trawlers,spring,large,c,456.886307676176,0
A,South,Trawlers,spring,large,c,354.803449207457,0
B,South,Trawlers,spring,large,c,344.565563414641,0
C,South,Trawlers,spring,large,c,347.992965855494,0
D,South,Trawlers,spring,large,c,110.025907894652,0
E,South,Trawlers,spring,large,c,281.853027476997,16
F,South,Trawlers,spring,large,c,415.306884462407,0
G,South,Trawlers,spring,large,c,682.744767246036,0
H,South,Trawlers,spring,large,c,423.098491235982,4
I,South,Trawlers,spring,large,c,286.132391486227,0
J,South,Trawlers,spring,large,c,366.661789734998,0
A,North,Gillnets,summer,large,c,131.663006687823,13
B,North,Gillnets,summer,large,c,122.041014998592,0
C,North,Gillnets,summer,large,c,180.74227452605,0
D,North,Gillnets,summer,large,c,196.594704661878,90
E,North,Gillnets,summer,large,c,138.449655703498,21
F,North,Gillnets,summer,large,c,121.539138700272,0
G,North,Gillnets,summer,large,c,140.962160332337,0
H,North,Gillnets,summer,large,c,214.989333740294,3
I,North,Gillnets,summer,large,c,182.242768032883,0
J,North,Gillnets,summer,large,c,170.781601705421,0
A,South,Gillnets,summer,large,c,98.0916755363317,4
B,South,Gillnets,summer,large,c,137.902854747274,0
C,South,Gillnets,summer,large,c,145.879962495977,0
D,South,Gillnets,summer,large,c,134.193370496324,130
E,South,Gillnets,summer,large,c,174.93516557463,1
F,South,Gillnets,summer,large,c,232.032326465381,0
G,South,Gillnets,summer,large,c,116.924213783554,0
H,South,Gillnets,summer,large,c,137.776571853384,0
I,South,Gillnets,summer,large,c,163.079934719307,0
J,South,Gillnets,summer,large,c,205.5870650343,0
A,North,Longlines,summer,large,c,172.537732594771,7
B,North,Longlines,summer,large,c,96.6629274525386,1
C,North,Longlines,summer,large,c,156.811333564212,9
D,North,Longlines,summer,large,c,169.86528347491,0
E,North,Longlines,summer,large,c,181.646499561757,0
F,North,Longlines,summer,large,c,180.52814029145,0
G,North,Longlines,summer,large,c,168.30858022409,0
H,North,Longlines,summer,large,c,193.724394097814,0
I,North,Longlines,summer,large,c,128.261671274591,0
J,North,Longlines,summer,large,c,106.583336258183,0
A,South,Longlines,summer,large,c,84.0403437157454,0
B,South,Longlines,summer,large,c,122.054280833869,0
C,South,Longlines,summer,large,c,190.230662056737,1
D,South,Longlines,summer,large,c,188.122847718661,0
E,South,Longlines,summer,large,c,194.139110973804,0
F,South,Longlines,summer,large,c,115.599399831119,0
G,South,Longlines,summer,large,c,100.533105914496,0
H,South,Longlines,summer,large,c,158.675996319028,0
I,South,Longlines,summer,large,c,121.070232827147,0
J,South,Longlines,summer,large,c,152.350579965094,0
A,North,Trawlers,summer,large,c,512.372405293577,1
B,North,Trawlers,summer,large,c,489.255125015481,1
C,North,Trawlers,summer,large,c,493.312963227655,41
D,North,Trawlers,summer,large,c,362.151196003338,448
E,North,Trawlers,summer,large,c,300.009328065849,138
F,North,Trawlers,summer,large,c,284.444937090945,0
G,North,Trawlers,summer,large,c,461.745828256492,0
H,North,Trawlers,summer,large,c,306.285102288004,17
I,North,Trawlers,summer,large,c,459.992982009938,0
J,North,Trawlers,summer,large,c,223.678021241893,0
A,South,Trawlers,summer,large,c,475.139990438053,0
B,South,Trawlers,summer,large,c,351.680818081955,3
C,South,Trawlers,summer,large,c,490.775455197791,8
D,South,Trawlers,summer,large,c,441.338816437585,3796
E,South,Trawlers,summer,large,c,484.005799533405,1
F,South,Trawlers,summer,large,c,235.90735193148,0
G,South,Trawlers,summer,large,c,444.502131773701,0
H,South,Trawlers,summer,large,c,232.232961457665,0
I,South,Trawlers,summer,large,c,347.928495347401,0
J,South,Trawlers,summer,large,c,398.724556397621,0
A,North,Gillnets,fall,large,c,0,0
B,North,Gillnets,fall,large,c,0,0
C,North,Gillnets,fall,large,c,0,0
D,North,Gillnets,fall,large,c,0,0
E,North,Gillnets,fall,large,c,0,0
F,North,Gillnets,fall,large,c,0,0
G,North,Gillnets,fall,large,c,0,0
H,North,Gillnets,fall,large,c,0,0
I,North,Gillnets,fall,large,c,0,0
J,North,Gillnets,fall,large,c,0,0
A,South,Gillnets,fall,large,c,0,0
B,South,Gillnets,fall,large,c,0,0
C,South,Gillnets,fall,large,c,0,0
D,South,Gillnets,fall,large,c,0,0
E,South,Gillnets,fall,large,c,0,0
F,South,Gillnets,fall,large,c,0,0
G,South,Gillnets,fall,large,c,0,0
H,South,Gillnets,fall,large,c,0,0
I,South,Gillnets,fall,large,c,0,0
J,South,Gillnets,fall,large,c,0,0
A,North,Longlines,fall,large,c,106.297232990621,0
B,North,Longlines,fall,large,c,110.281794147586,0
C,North,Longlines,fall,large,c,147.997814830058,0
D,North,Longlines,fall,large,c,133.986743557951,0
E,North,Longlines,fall,large,c,178.501108694427,0
F,North,Longlines,fall,large,c,139.468338362685,0
G,North,Longlines,fall,large,c,219.173413497571,0
H,North,Longlines,fall,large,c,107.849335740864,0
I,North,Longlines,fall,large,c,176.418125943214,0
J,North,Longlines,fall,large,c,157.539859899217,0
A,South,Longlines,fall,large,c,149.56383842116,0
B,South,Longlines,fall,large,c,125.368317707943,1
C,South,Longlines,fall,large,c,193.310514107542,55
D,South,Longlines,fall,large,c,108.306700405671,0
E,South,Longlines,fall,large,c,76.1213566201591,0
F,South,Longlines,fall,large,c,118.494940789476,0
G,South,Longlines,fall,large,c,182.86071542096,0
H,South,Longlines,fall,large,c,101.448548534999,0
I,South,Longlines,fall,large,c,125.503326773491,0
J,South,Longlines,fall,large,c,111.569630757097,0
A,North,Trawlers,fall,large,c,296.36226738421,1
B,North,Trawlers,fall,large,c,369.17376962428,1
C,North,Trawlers,fall,large,c,322.461334511084,0
D,North,Trawlers,fall,large,c,319.967562530946,1981
E,North,Trawlers,fall,large,c,413.565792666986,30
F,North,Trawlers,fall,large,c,434.245376855393,0
G,North,Trawlers,fall,large,c,273.026054788641,0
H,North,Trawlers,fall,large,c,414.859252168542,28
I,North,Trawlers,fall,large,c,261.17811568487,0
J,North,Trawlers,fall,large,c,277.127508346075,0
A,South,Trawlers,fall,large,c,256.051468987585,0
B,South,Trawlers,fall,large,c,450.709257248045,25
C,South,Trawlers,fall,large,c,429.540733939362,5
D,South,Trawlers,fall,large,c,385.705989340163,642
E,South,Trawlers,fall,large,c,483.659249045566,0
F,South,Trawlers,fall,large,c,305.474488208045,0
G,South,Trawlers,fall,large,c,564.064102522575,0
H,South,Trawlers,fall,large,c,383.206375639615,0
I,South,Trawlers,fall,large,c,340.849612959256,0
J,South,Trawlers,fall,large,c,385.296529740724,0
A,North,Gillnets,winter,small,d,70.5339723491303,76
B,North,Gillnets,winter,small,d,85.9028342912837,6
C,North,Gillnets,winter,small,d,80.8660623557873,0
D,North,Gillnets,winter,small,d,59.8958635535142,1
E,North,Gillnets,winter,small,d,56.1919802291932,6
F,North,Gillnets,winter,small,d,72.8593991679736,0
G,North,Gillnets,winter,small,d,42.8041445658899,0
H,North,Gillnets,winter,small,d,89.4999846761178,9
I,North,Gillnets,winter,small,d,61.319848149232,0
J,North,Gillnets,winter,small,d,121.49805685468,0
A,South,Gillnets,winter,small,d,79.4110388674584,39
B,South,Gillnets,winter,small,d,54.3011577822106,0
C,South,Gillnets,winter,small,d,85.6987695481801,0
D,South,Gillnets,winter,small,d,98.6793382337373,4
E,South,Gillnets,winter,small,d,62.3106672348477,4
F,South,Gillnets,winter,small,d,65.4300284536286,1
G,South,Gillnets,winter,small,d,52.7831311011444,0
H,South,Gillnets,winter,small,d,85.3298159243897,0
I,South,Gillnets,winter,small,d,56.2840357682615,0
J,South,Gillnets,winter,small,d,90.0314251785698,0
A,North,Longlines,winter,small,d,0,0
B,North,Longlines,winter,small,d,0,0
C,North,Longlines,winter,small,d,0,0
D,North,Longlines,winter,small,d,0,0
E,North,Longlines,winter,small,d,0,0
F,North,Longlines,winter,small,d,0,0
G,North,Longlines,winter,small,d,0,0
H,North,Longlines,winter,small,d,0,0
I,North,Longlines,winter,small,d,0,0
J,North,Longlines,winter,small,d,0,0
A,South,Longlines,winter,small,d,0,0
B,South,Longlines,winter,small,d,0,0
C,South,Longlines,winter,small,d,0,0
D,South,Longlines,winter,small,d,0,0
E,South,Longlines,winter,small,d,0,0
F,South,Longlines,winter,small,d,0,0
G,South,Longlines,winter,small,d,0,0
H,South,Longlines,winter,small,d,0,0
I,South,Longlines,winter,small,d,0,0
J,South,Longlines,winter,small,d,0,0
A,North,Trawlers,winter,small,d,214.446724077776,0
B,North,Trawlers,winter,small,d,205.849946704715,0
C,North,Trawlers,winter,small,d,179.579642953243,2
D,North,Trawlers,winter,small,d,269.936960575334,2410
E,North,Trawlers,winter,small,d,227.610133659839,23
F,North,Trawlers,winter,small,d,161.395769712867,0
G,North,Trawlers,winter,small,d,232.790191479797,2
H,North,Trawlers,winter,small,d,82.6538199303029,2
I,North,Trawlers,winter,small,d,274.246294901101,0
J,North,Trawlers,winter,small,d,159.369094953063,0
A,South,Trawlers,winter,small,d,236.569885803575,0
B,South,Trawlers,winter,small,d,216.549563553906,3
C,South,Trawlers,winter,small,d,170.452069174984,0
D,South,Trawlers,winter,small,d,149.730002716951,58
E,South,Trawlers,winter,small,d,179.067228092102,2
F,South,Trawlers,winter,small,d,97.1653902541273,0
G,South,Trawlers,winter,small,d,195.879840895522,11
H,South,Trawlers,winter,small,d,241.500571160975,0
I,South,Trawlers,winter,small,d,220.621724880251,0
J,South,Trawlers,winter,small,d,137.975168157657,0
A,North,Gillnets,spring,small,d,142.799173180347,0
B,North,Gillnets,spring,small,d,155.304602384242,0
C,North,Gillnets,spring,small,d,103.445263617032,0
D,North,Gillnets,spring,small,d,126.489371771801,30
E,North,Gillnets,spring,small,d,196.156115973445,13
F,North,Gillnets,spring,small,d,162.230533726251,3
G,North,Gillnets,spring,small,d,187.25844331564,0
H,North,Gillnets,spring,small,d,103.648393934503,1
I,North,Gillnets,spring,small,d,75.6728975755796,0
J,North,Gillnets,spring,small,d,70.1079199756525,0
A,South,Gillnets,spring,small,d,37.6793704946846,0
B,South,Gillnets,spring,small,d,135.056960554897,0
C,South,Gillnets,spring,small,d,115.945805283717,0
D,South,Gillnets,spring,small,d,208.446452312855,8
E,South,Gillnets,spring,small,d,127.690637234768,1
F,South,Gillnets,spring,small,d,159.664438096303,1
G,South,Gillnets,spring,small,d,201.200246367359,0
H,South,Gillnets,spring,small,d,120.68627489233,0
I,South,Gillnets,spring,small,d,76.2937161289774,0
J,South,Gillnets,spring,small,d,202.438438571415,0
A,North,Longlines,spring,small,d,0,0
B,North,Longlines,spring,small,d,0,0
C,North,Longlines,spring,small,d,0,0
D,North,Longlines,spring,small,d,0,0
E,North,Longlines,spring,small,d,0,0
F,North,Longlines,spring,small,d,0,0
G,North,Longlines,spring,small,d,0,0
H,North,Longlines,spring,small,d,0,0
I,North,Longlines,spring,small,d,0,0
J,North,Longlines,spring,small,d,0,0
A,South,Longlines,spring,small,d,0,0
B,South,Longlines,spring,small,d,0,0
C,South,Longlines,spring,small,d,0,0
D,South,Longlines,spring,small,d,0,0
E,South,Longlines,spring,small,d,0,0
F,South,Longlines,spring,small,d,0,0
G,South,Longlines,spring,small,d,0,0
H,South,Longlines,spring,small,d,0,0
I,South,Longlines,spring,small,d,0,0
J,South,Longlines,spring,small,d,0,0
A,North,Trawlers,spring,small,d,503.007024468872,0
B,North,Trawlers,spring,small,d,458.522327077208,0
C,North,Trawlers,spring,small,d,435.925699974453,3
D,North,Trawlers,spring,small,d,271.433221073128,1039
E,North,Trawlers,spring,small,d,558.035011224298,209
F,North,Trawlers,spring,small,d,336.233423126294,0
G,North,Trawlers,spring,small,d,592.603486053355,3
H,North,Trawlers,spring,small,d,131.395232942129,1
I,North,Trawlers,spring,small,d,370.644560573906,0
J,North,Trawlers,spring,small,d,489.491733322793,0
A,South,Trawlers,spring,small,d,294.90445555381,0
B,South,Trawlers,spring,small,d,199.823214263991,0
C,South,Trawlers,spring,small,d,461.872690443155,1
D,South,Trawlers,spring,small,d,503.305077798049,858
E,South,Trawlers,spring,small,d,506.384393139368,0
F,South,Trawlers,spring,small,d,359.797887577098,0
G,South,Trawlers,spring,small,d,358.787749709639,0
H,South,Trawlers,spring,small,d,296.62000953653,2
I,South,Trawlers,spring,small,d,398.570267646478,0
J,South,Trawlers,spring,small,d,368.397156765106,0
A,North,Gillnets,summer,small,d,100.86215617454,3
B,North,Gillnets,summer,small,d,175.341483112682,0
C,North,Gillnets,summer,small,d,164.558006389711,1
D,North,Gillnets,summer,small,d,108.995056048235,56
E,North,Gillnets,summer,small,d,117.245104752849,4
F,North,Gillnets,summer,small,d,204.50255985814,62
G,North,Gillnets,summer,small,d,194.284436436852,0
H,North,Gillnets,summer,small,d,176.677373686603,0
I,North,Gillnets,summer,small,d,121.499823626536,0
J,North,Gillnets,summer,small,d,120.614328794581,0
A,South,Gillnets,summer,small,d,104.017443197294,2
B,South,Gillnets,summer,small,d,244.367992251877,0
C,South,Gillnets,summer,small,d,179.811935160521,0
D,South,Gillnets,summer,small,d,196.46824432209,19
E,South,Gillnets,summer,small,d,184.959546983855,0
F,South,Gillnets,summer,small,d,151.999293010064,0
G,South,Gillnets,summer,small,d,218.361708381582,0
H,South,Gillnets,summer,small,d,149.881271264051,0
I,South,Gillnets,summer,small,d,139.701118330677,0
J,South,Gillnets,summer,small,d,221.422419258666,0
A,North,Longlines,summer,small,d,0,0
B,North,Longlines,summer,small,d,0,0
C,North,Longlines,summer,small,d,0,0
D,North,Longlines,summer,small,d,0,0
E,North,Longlines,summer,small,d,0,0
F,North,Longlines,summer,small,d,0,0
G,North,Longlines,summer,small,d,0,0
H,North,Longlines,summer,small,d,0,0
I,North,Longlines,summer,small,d,0,0
J,North,Longlines,summer,small,d,0,0
A,South,Longlines,summer,small,d,0,0
B,South,Longlines,summer,small,d,0,0
C,South,Longlines,summer,small,d,0,0
D,South,Longlines,summer,small,d,0,0
E,South,Longlines,summer,small,d,0,0
F,South,Longlines,summer,small,d,0,0
G,South,Longlines,summer,small,d,0,0
H,South,Longlines,summer,small,d,0,0
I,South,Longlines,summer,small,d,0,0
J,South,Longlines,summer,small,d,0,0
A,North,Trawlers,summer,small,d,438.706430058866,0
B,North,Trawlers,summer,small,d,497.367416586512,1
C,North,Trawlers,summer,small,d,321.569653286277,0
D,North,Trawlers,summer,small,d,298.062598158286,1156
E,North,Trawlers,summer,small,d,362.017418123504,89
F,North,Trawlers,summer,small,d,474.743027192462,0
G,North,Trawlers,summer,small,d,440.895408199331,15
H,North,Trawlers,summer,small,d,407.619056234437,4
I,North,Trawlers,summer,small,d,508.960882991686,0
J,North,Trawlers,summer,small,d,525.186991203259,0
A,South,Trawlers,summer,small,d,508.351695912159,0
B,South,Trawlers,summer,small,d,492.550717584467,0
C,South,Trawlers,summer,small,d,300.879140199636,30
D,South,Trawlers,summer,small,d,524.203151633318,215
E,South,Trawlers,summer,small,d,431.997400227147,2
F,South,Trawlers,summer,small,d,404.135984467829,0
G,South,Trawlers,summer,small,d,387.218288355152,45
H,South,Trawlers,summer,small,d,315.784945444718,3
I,South,Trawlers,summer,small,d,330.008041320304,0
J,South,Trawlers,summer,small,d,424.857457787905,0
A,North,Gillnets,fall,small,d,0,0
B,North,Gillnets,fall,small,d,0,0
C,North,Gillnets,fall,small,d,0,0
D,North,Gillnets,fall,small,d,0,0
E,North,Gillnets,fall,small,d,0,0
F,North,Gillnets,fall,small,d,0,0
G,North,Gillnets,fall,small,d,0,0
H,North,Gillnets,fall,small,d,0,0
I,North,Gillnets,fall,small,d,0,0
J,North,Gillnets,fall,small,d,0,0
A,South,Gillnets,fall,small,d,0,0
B,South,Gillnets,fall,small,d,0,0
C,South,Gillnets,fall,small,d,0,0
D,South,Gillnets,fall,small,d,0,0
E,South,Gillnets,fall,small,d,0,0
F,South,Gillnets,fall,small,d,0,0
G,South,Gillnets,fall,small,d,0,0
H,South,Gillnets,fall,small,d,0,0
I,South,Gillnets,fall,small,d,0,0
J,South,Gillnets,fall,small,d,0,0
A,North,Longlines,fall,small,d,0,0
B,North,Longlines,fall,small,d,0,0
C,North,Longlines,fall,small,d,0,0
D,North,Longlines,fall,small,d,0,0
E,North,Longlines,fall,small,d,0,0
F,North,Longlines,fall,small,d,0,0
G,North,Longlines,fall,small,d,0,0
H,North,Longlines,fall,small,d,0,0
I,North,Longlines,fall,small,d,0,0
J,North,Longlines,fall,small,d,0,0
A,South,Longlines,fall,small,d,0,0
B,South,Longlines,fall,small,d,0,0
C,South,Longlines,fall,small,d,0,0
D,South,Longlines,fall,small,d,0,0
E,South,Longlines,fall,small,d,0,0
F,South,Longlines,fall,small,d,0,0
G,South,Longlines,fall,small,d,0,0
H,South,Longlines,fall,small,d,0,0
I,South,Longlines,fall,small,d,0,0
J,South,Longlines,fall,small,d,0,0
A,North,Trawlers,fall,small,d,457.380190912896,0
B,North,Trawlers,fall,small,d,381.492004584996,3
C,North,Trawlers,fall,small,d,288.259612041526,0
